,Analysis,Polarity,Profanity,Subjectivity,author id,compound,for,id,neg,neu,pos,text,type,Gender,Activist
0,Neutral,0.0,False,0.0,435281513,0.0,738392410288447488,1475617040165752833,0.0,1.0,0.0, bUt COvId dOeSn't AFfecT ChIlDrEN,Mention,Female,False
1,Negative,-0.2916666666666667,False,0.5416666666666666,304128769,-0.0258,738392410288447488,1475616428707532800,0.149,0.747,0.104," Thank you, Doctor, for your hard work and dedication. Can I ask how the children are faring? Worried about my 2 kiddos.",Mention,Female,False
2,Neutral,0.0,False,0.0,962235107292729345,0.0,738392410288447488,1475616364752683010,0.0,1.0,0.0, bootlicker,Mention,Female,False
3,Neutral,0.0,False,0.0,1386700512893018114,0.357,738392410288447488,1475616215167025154,0.0,0.784,0.216,    Not arguing the vax and booster,Mention,Female,False
4,Positive,0.0892857142857142,False,0.7076719576719577,963508033,0.7603,738392410288447488,1475615461882699780,0.054,0.769,0.177," Pretty sure that’s how my family got it. We took my daughter to the ER for a kidney infection and got sick 5 days later. My only exposure. Triple vaxed and wore a well fitting kn95. They weren’t separating covid and non covid in waiting room and it’s TX, so some masks on chins.",Mention,Female,False
5,Neutral,0.0,False,0.0,432481412,0.0,738392410288447488,1475614607758790656,0.0,1.0,0.0, https://t.co/QWbkPhCFtK,Mention,Female,False
6,Negative,-0.2499999999999999,False,0.4333333333333333,966740329041772544,-0.7003,738392410288447488,1475613670184873987,0.106,0.87,0.024,"  In Alberta 🇨🇦, you make appts &amp; go to a testing site. You are legally required to stay in your car until they phone you &amp; you're not allowed to touch anything, incl doorknobs. 

Problem is, it's a 45 min drive to the closest testing sites. So if you don't have a car, too bad.",Mention,Female,False
7,Neutral,0.0,False,0.0,1437241588552388611,0.3182,738392410288447488,1475613167216513024,0.0,0.635,0.365,   link please?,Mention,Female,False
8,Positive,0.06005291005291,False,0.4415343915343915,1346223878780166147,-0.5994,738392410288447488,1475612396941156352,0.094,0.87,0.037," And this is how we treat our practice pandemic. Wait till we get a virus that’s as transmissible as omicron but as fatal as SARS (World Health Organization: 15% general, 50% for elderly vs .9% for Covid19). We get that right, or ‘we all fall down’.",Mention,Female,False
9,Positive,0.1,False,0.4,818997400672997376,0.3612,738392410288447488,1475611512488316930,0.117,0.721,0.162,"     Character limitations sucks on Twitter.  That’s it from me. We are vaxxed, boosted, and masked.  Being as cautious and safe as can be…",Mention,Female,False
10,Positive,0.0297619047619047,False,0.2130952380952381,818997400672997376,0.3818,738392410288447488,1475611191535939584,0.0,0.945,0.055,"     Ya’all. the deal- IMHO.  We cannot rely on our fellow Americans to do the right thing. We can, however, ensure all Americans have equal access-testing, tracing, masks without economic-impact to those less financially equipped. It takes a village- &amp;the village deserves leadership",Mention,Female,False
11,Negative,-0.0854166666666666,False,0.3270833333333333,972197485660786691,0.8173,738392410288447488,1475609139330093056,0.075,0.724,0.201," _sews       Yeah Abbott is a despicable person. Acting in a privileged, above it all attitude and mocking people in other states is not the answer to that. Grow up. And sounds like you lucked out. I've got friends and family all over the country. Testing is not easy these days. Anywhere.",Mention,Female,False
12,Positive,0.1,False,0.4,805215857811066880,0.0,738392410288447488,1475608965031632911,0.0,1.0,0.0, Biden is completely blowing the Covid response,Mention,Female,False
13,Neutral,0.0,False,0.0,1374065241579941888,0.0,738392410288447488,1475608829932933121,0.0,1.0,0.0,"    👉🤡👈

Take your meds! https://t.co/b38h2vjRsF",Mention,Female,False
14,Positive,0.0716666666666666,False,0.4883333333333333,972197485660786691,0.7962,738392410288447488,1475608804557565955,0.048,0.762,0.19," _sews       Yes. You seem pretty privileged to assume everyone can just afford to buy things, which they cannot. The federal government should be ensuring tests and n95s are available to everyone at every income level. Implying people are not trying hard to enough to find things is gross.",Mention,Female,False
15,Negative,-0.1953125,False,0.375,756542474,-0.7772,738392410288447488,1475608370690379778,0.184,0.816,0.0,  My neighbors grandkids have been invited to Florida by the other grandparents. Their flight yesterday was cancelled and rebooked for today. Cancelled again. It’s nuts they are still trying. I’m on cloud nine for the cancels though! Maybe prayers do work!,Mention,Female,False
16,Positive,0.3666666666666667,True,0.4666666666666666,881984056463941633,-0.128,738392410288447488,1475608317661749265,0.168,0.708,0.124,_  I say fuck em. Do what is best for you and your child. No is a two letter word that needs to be used in many cases,Mention,Female,False
17,Neutral,0.0,False,0.0,1374065241579941888,0.0,738392410288447488,1475608148316594177,0.0,1.0,0.0,"    Yet nothing mentioned about the unvaxxed getting vaxxed  so what's your point? 

Also, vax, not even comparable to the UNvaxxed. https://t.co/HAKXjPxgln",Mention,Female,False
18,Positive,0.8,False,0.75,46026399,0.6249,738392410288447488,1475607854568644620,0.0,0.806,0.194," _sews       We have a great governor here in Kentucky, unlike you Texans.",Mention,Female,False
19,Positive,0.215,False,0.4883333333333334,46026399,0.8225,738392410288447488,1475607624016089094,0.0,0.833,0.167, _sews       I didn’t say Amazon provides them for free. There have been tests available for all who want them here. Free. There have been lines. I waited 20 mins yesterday. I should receive results tonight. My husband was tested last Wednesday and had results Thursday. Any other questions?,Mention,Female,False
20,Neutral,0.0,False,0.0,1374065241579941888,0.0,738392410288447488,1475607333614993411,0.0,1.0,0.0,"    I literally linked from HARVARD you 🤡whereas you sourced 4chan message boards and pseudo""Dr"" Joe Rogan and his podcast ""medical degree"" https://t.co/PnW8dd7gLP",Mention,Female,False
21,Negative,-0.75,False,0.9,18115849,-0.4003,738392410288447488,1475606944543035395,0.23,0.77,0.0, Our ED will not test for travel. That’s crazy!,Mention,Female,False
22,Negative,-0.0833333333333333,False,0.5333333333333333,1374065241579941888,0.0,738392410288447488,1475606935521005569,0.0,1.0,0.0,"    Did u read the article I linked, Qevin? 

If so, reading, comprehension issues? 

Fully Vaxxed- LESS LIKELY TO SPREAD THE VIRUS than the UNVAXXED 👉COVIDIDIOTS

Fully Vaxxed- SHORTER PERIOD OF CONTAGIOUSNESS unlike the UNVAXXED CovidIDIOTS
Ur the one spreading MISINFORMATION🖕 https://t.co/PViMSEp0W6",Mention,Female,False
23,Neutral,0.0,False,0.0,1452950289342889988,0.0,738392410288447488,1475606556695617536,0.0,1.0,0.0,  In Canada 🇨🇦 you can get shots at lots of drugstores. I have to call and I could get an appointment within days.,Mention,Female,False
24,Neutral,0.0,False,0.0,432734907,0.0,738392410288447488,1475606018910531584,0.0,1.0,0.0,_  https://t.co/WL04ZbUJEs,Mention,Female,False
25,Positive,0.2,False,0.2,972197485660786691,0.0,738392410288447488,1475605898320130048,0.0,1.0,0.0,_sews        How much did that cost?,Mention,Female,False
26,Positive,0.1357142857142857,False,0.3928571428571428,972197485660786691,0.8357,738392410288447488,1475605788412588042,0.0,0.832,0.168," _sews       So amazon provides them for free? Please do tell me how to get those.. Also please tell me for the past 7 days how many tests were available in your county, how long the wait was and how long it took to come back.. I'll wait.",Mention,Female,False
27,Negative,-0.25,False,0.25,1723950090,0.0,738392410288447488,1475605666022793229,0.0,1.0,0.0, 😡 saw this while working this past weekend. SMDH,Mention,Female,False
28,Neutral,0.0,False,0.0,972197485660786691,0.5754,738392410288447488,1475605581872480256,0.0,0.682,0.318, _sews       YES!,Mention,Female,False
29,Positive,0.15,False,0.35,1187400017876680704,0.7536,738392410288447488,1475604815900147714,0.032,0.819,0.149,"    Every time I do that, the response is ""oh, like I believe the CDC, or the NYTimes, or Pfizer, or Israel, or Johns Hopkins, or..."" So, no, I won't, but if you're sincere you won't have any trouble finding verification. Boosters offer 70+% protection against Omi (for now).",Mention,Female,False
30,Neutral,0.0,False,0.0,22031372,0.6705,738392410288447488,1475604361720078337,0.0,0.703,0.297, I am vaxxed boosted and still wear a mask. Just so you know someone who cares. 😃,Mention,Female,False
31,Negative,-0.0368749999999999,False,0.6433333333333333,751446761261203456,-0.6909,738392410288447488,1475604000909234177,0.171,0.733,0.096," _  Agree w/Thrice. Not only that,  but babies are now more at risk for that RSV respiratory disease which is also bad for the little babies! That's YOUR child YOU are responsible for its protection. Follow your instincts!",Mention,Female,False
32,Negative,-0.05,False,0.1714285714285714,57549390,0.7712,738392410288447488,1475603947389960193,0.0,0.675,0.325, Thank you and all healthcare workers! Please protect your mental and physical space. This has to be draining,Mention,Female,False
33,Positive,0.5,False,0.5,197486935,0.6908,738392410288447488,1475603177932308489,0.0,0.551,0.449, Thank you for providing care to so many.,Mention,Female,False
34,Neutral,0.0,False,0.0,15755945,0.0,738392410288447488,1475602972357070848,0.0,1.0,0.0,  DAM Health,Mention,Female,False
35,Neutral,0.0,False,0.0,1201011342544719873,0.4199,738392410288447488,1475601677621374983,0.0,0.417,0.583, Thank you!,Mention,Female,False
36,Neutral,0.0,False,0.0,1201011342544719873,0.0,738392410288447488,1475601364545904648,0.0,1.0,0.0, The airport is a choice.,Mention,Female,False
37,Negative,-0.06875,False,0.59375,50730181,-0.2481,738392410288447488,1475601089412190208,0.13,0.813,0.057," Novel idea...EDs should deny non-essential testing. It is counterproductive and taxes an already stretched to the limit system.

Sorry, your flight is not that important if you can't make other arrangements to pass your screening requirements.",Mention,Female,False
38,Positive,0.1428571428571428,False,0.3063186813186813,44640419,0.0,738392410288447488,1475600279047483398,0.0,1.0,0.0," I’m in Heidelberg, Germany right now. Getting tested regularly at a testing site in a container in front of an ER, where everybody needs to test before even setting foot inside the hospital (including unvaccinated staff).",Mention,Female,False
39,Neutral,0.0,False,0.0,240710760,0.0,738392410288447488,1475599958963281931,0.0,1.0,0.0," Is there an incubation difference between the variants? Omicron and Delta seem to be prevalent nowadays, what is the incubation time for those?",Mention,Female,False
40,Negative,-0.5,True,0.8500000000000001,949139976683323393,-0.5356,738392410288447488,1475599535900557313,0.138,0.808,0.053," I would turn them away. This is not what emergency departments are for. If you are going to travel get your shit in a pile, book a place to get tested. Plan accordingly, if not don't bloody go.",Mention,Female,False
41,Positive,0.195,False,0.215,587130995,0.2944,738392410288447488,1475599140394397698,0.0,0.82,0.18," _skelly  (and it's a short thread, very worth the read..)",Mention,Female,False
42,Neutral,0.0,False,0.3571428571428571,587130995,0.0,738392410288447488,1475598689339011074,0.0,1.0,0.0," _skelly  Here is a really, really simple breakdown of the math. https://t.co/GruEENlaZp",Mention,Female,False
43,Positive,0.5625,False,0.6944444444444444,1073230651682373632,0.7629,738392410288447488,1475598074231799808,0.0,0.83,0.17," Thank you for the work you do. I’m still trying to get my mom to understand that saying “but they weren’t coughing or anything, so I’m sure it’s ok to see them!” is not how asymptomatic spread works. 🙄🤦‍♀️",Mention,Female,False
44,Negative,-0.0333333333333333,True,0.2083333333333333,23546571,-0.2786,738392410288447488,1475597556906397701,0.123,0.776,0.101,"   Same. My daughter woke with fever on 12/23. I immediately canceled all plans for Christmas Eve and Christmas Day
Sucks, but I am relieved we didn't unintentionally expose anyone.  Would have really sucked if she woke up with fever in the 26th.",Mention,Female,False
45,Negative,-0.4,False,0.7,740377711554629632,0.0,738392410288447488,1475596779160698883,0.0,1.0,0.0,       We seem to always be coming up from behind. 😒,Mention,Female,False
46,Positive,0.4,False,0.7,602848657,0.3612,738392410288447488,1475596712416792578,0.0,0.889,0.111,"  Yet everyone is minimizing and making light of COVID in kids, even MIS-C;
thank you for all you do",Mention,Female,False
47,Positive,0.5,False,0.5,22024590,0.0,738392410288447488,1475596196160880644,0.0,1.0,0.0, How many are unvaccinated?,Mention,Female,False
48,Positive,0.1944444444444444,False,0.7638888888888888,1050558910413905922,0.3664,738392410288447488,1475596112782311428,0.134,0.677,0.189,    Glad to see you understood the original post. How hard did you have to work to become this ignorant?,Mention,Female,False
49,Positive,0.1666666666666666,False,0.7333333333333334,338968913,0.7506,738392410288447488,1475595314912497666,0.0,0.894,0.106,"   _E_Kirwin   I know, I'm not saying that. 

I'm saying when you book a 
holiday you check what vax's are required &amp; you source a clinic/ drive through you will use at the appropriate time, not the effing ER, where you can
a) pick up Covid at the moment &amp;
b) take up precious resources.",Mention,Female,False
50,Negative,-0.0375,False,0.6625000000000001,16885937,-0.886,738392410288447488,1475594665604829191,0.245,0.641,0.114,"    Yes, but that trap was already built into the rules.
We make it worse, and push more people into that trap  by making people desperate for testing, and then giving them incentive to get tested at the ED.  There, they get to hang with a room full of known-positive COVID sufferers.",Mention,Female,False
51,Negative,-0.1,False,0.6,863313000714956800,-0.3818,738392410288447488,1475594302671753216,0.089,0.911,0.0,    _Kenney    People shouldn't be going to the ER to get tested. That's a given. Blaming hospitals for not setting up clinics when there's a dr and nursing shortage is a take but not a reasonable one.,Mention,Female,False
52,Positive,0.0604545454545454,False,0.739090909090909,820858066665140224,0.25,738392410288447488,1475593731168509958,0.121,0.758,0.121,"    I think that's absolutely possible.    Also possible (and what I was thinking with my original tweet) was
-Get infected on Mon
-Test negative on Tues, while asymptomatic
-Proceed on your trip Wed, infected but still asymptomatic
-Develop symptoms and test positive Thurs or Fri",Mention,Female,False
53,Positive,0.0453869047619047,False,0.7589285714285714,2332308560,0.551,738392410288447488,1475593692396277762,0.143,0.607,0.251,_  Do not be pressured!  You’re right to protect your family and that little precious babe.  It’s ridiculous they would pressure you at all!,Mention,Female,False
54,Negative,-0.1363636363636363,False,0.5227272727272727,808793136,-0.5744,738392410288447488,1475593389567619082,0.155,0.774,0.071," So here in SA we are seeing lots of positive cases but mostly not needing admission to hospital!! 
My worry is what's gonna happen in winter!!",Mention,Female,False
55,Positive,0.17625,False,0.4516666666666667,16885937,0.3632,738392410288447488,1475593304150622213,0.057,0.836,0.107,"   _Kenney     Come now. What if everyone took your attitude? Well, if THAT kind of reasonable attitude prevailed, we wouldn't be IN this mess!

And yet here we are. So clearly reasonableness isn't what we do, so much, anymore.",Mention,Female,False
56,Positive,0.3666666666666667,False,0.8333333333333334,1386700512893018114,0.8658,738392410288447488,1475593103520239618,0.0,0.34,0.66,_Bow  Wow. I’m glad she is better,Mention,Female,False
57,Negative,-0.0666666666666666,False,0.1666666666666666,554460614,0.0,738392410288447488,1475593020984733701,0.0,1.0,0.0,"   From what I gathered, travel requires a test done by medical professional and can't be done by a test kit. At least that is for the UK.",Mention,Female,False
58,Positive,0.5,False,0.5,1386700512893018114,0.2263,738392410288447488,1475592830567563267,0.0,0.84,0.16,"     Okay, I stand corrected.  I was incorrectly informed",Mention,Female,False
59,Negative,-0.0464285714285714,False,0.5928571428571429,705240002322681856,0.1298,738392410288447488,1475592703320768518,0.056,0.874,0.069,"_Belle   It's likely the test has to be within a time frame (pry 48 hrs) of travel.  If that happens to fall on weekend or holiday, in some regions your options might be very limited.",Mention,Female,False
60,Negative,-0.375,False,0.7944444444444444,554460614,0.1124,738392410288447488,1475592673260093442,0.077,0.828,0.095,  They have testing at airports. Really expensive though. Also not sure if you have to go through security to get it.,Mention,Female,False
61,Negative,-0.6,False,1.0,1197955508734451713,0.0772,738392410288447488,1475592570994634759,0.0,0.954,0.046,"  And to confirm pregnancies, because they're under the influence and it's cold out and they want their turkey sammies, and that drug that begins with ""D""....",Mention,Female,False
62,Positive,0.1068181818181818,False,0.6113636363636363,16885937,-0.0258,738392410288447488,1475592488261931009,0.17,0.663,0.167,"    I thought the scenario was:
 * Test negative in ER, where you get infected
 * Go far away
 * Enjoy your trip for, say, 4 days
 * Test positive
So there you stay.",Mention,Female,False
63,Negative,-0.1160714285714285,False,0.8214285714285714,1386700512893018114,-0.431,738392410288447488,1475592193976983555,0.228,0.772,0.0,    I stand corrected.  Sorry we are not all as smart as you!,Mention,Female,False
64,Positive,0.125,False,0.7166666666666667,1313944235452891144,0.6239,738392410288447488,1475592081473220608,0.066,0.738,0.196, We pray you wake up willing to fight another day. You &amp; your colleagues are the only people keeping us high-risk folks alive! Thank you from the bottom of our hearts. https://t.co/u4MbShZ78f,Mention,Female,False
65,Negative,-1.0,False,1.0,1418974808,-0.3612,738392410288447488,1475592062388948992,0.263,0.737,0.0, Vicious circle if ever there was one.,Mention,Female,False
66,Positive,0.5,False,0.5,554460614,0.4019,738392410288447488,1475592045385420805,0.065,0.792,0.144,"   GOP senators and reps are invested in treatments so they tell their party treatments are ok, it's the vaccines that give them no money that is not.",Mention,Female,False
67,Positive,0.44,False,0.5599999999999999,705240002322681856,0.7414,738392410288447488,1475591956910772229,0.042,0.807,0.151," _Paul_Musings       This is also true. I think both things can be true tho. Feds shldve done more w/ defense production act to scale up test production. Would be interesting to hear a state by state breakdown on where ppl are struggling the most to get tests, and to examine how they used their funds",Mention,Female,False
68,Positive,0.3928571428571428,False,0.6678571428571429,74472969,0.5848,738392410288447488,1475591542182223876,0.057,0.747,0.195, And this is precisely why I cancelled my holiday travel! I didn’t want to get on a plane w/o COVID and get off w/COVID. Thank you for confirming I made the right decision.,Mention,Female,False
69,Positive,0.1233333333333333,False,0.3366666666666666,554460614,0.0516,738392410288447488,1475591456899407872,0.0,0.977,0.023," We need more staff for testing sites. The ones working have been working the past two years and are burnt out. Public health is overwhelmed as much as hospitals.

States and Fed govt need to start hiring and paying people decent wages to work these clinics to sign people in etc.",Mention,Female,False
70,Neutral,0.0,False,0.0,24106420,0.5574,738392410288447488,1475590702528700437,0.0,0.635,0.365, Sleep well. Sounds like you need and deserve it.,Mention,Female,False
71,Negative,-0.0275,False,0.485,1374065241579941888,0.1779,738392410288447488,1475590396143042563,0.067,0.828,0.106,"    CovidIDIOTS 
“This mindless tolerance, which places observable scientific facts, subject to proof, on the same level as unprovable supernatural fantasy, has played a major role in the resurgence of both anti-intellectualism and anti-rationalism.”
Susan Jacoby https://t.co/vweulW7eJ3",Mention,Female,False
72,Neutral,0.0,False,0.0,1386700512893018114,0.0,738392410288447488,1475590161576648705,0.0,1.0,0.0,    Can you send a link to back up your claims,Mention,Female,False
73,Positive,0.0999999999999999,False,0.65,214940833,0.4767,738392410288447488,1475589540689633284,0.05,0.823,0.127,"        Yeah. Good masks are expensive. They aren’t covered by food stamps. If you’re getting an “Independence Card”, you don’t have money for shampoo or deodorant, let alone masks.",Mention,Female,False
74,Positive,0.5,False,0.5,1374065241579941888,-0.7065,738392410288447488,1475589495923769344,0.203,0.797,0.0,"    That's NOT WHAT YOU SAID🤡

NO HEALTHCARE PROFFESSIONAL SAID ""VAX STOP THE SPREAD""

FACT CHECK BEFORE YOU SPREAD MORE DISINFORMATION🤡
https://t.co/wDr7sRAUPE",Mention,Female,False
75,Neutral,0.0,False,0.0,476291868,0.8481,738392410288447488,1475589343964278785,0.0,0.56,0.44,   It's like Europeans expect everyone to act like adults &amp; treat them like adults.,Mention,Female,False
76,Negative,-0.0666666666666666,False,0.55,97452920,-0.4692,738392410288447488,1475589270639419393,0.131,0.869,0.0,"  That's what happens when you test everyone

You seem unaware of the inaccurate results using PCR testing to determine infections
(Hint they can NOT rate active infections)",Mention,Female,False
77,Neutral,0.0,False,0.0,476291868,0.0,738392410288447488,1475589062610374656,0.0,1.0,0.0,   Pharmacies out of tests in our rural area.,Mention,Female,False
78,Neutral,0.0,False,1.0,628768821,0.4401,738392410288447488,1475588743994163202,0.107,0.704,0.19,"  Thx. I reevaluated some of my assumptions. Found this  - it helped straighten me out. Not trivializing suffering of children. IF/when tallies r inflated in locales, I object to using hype/ fear mongering in media. Undercounts certainly possible in places https://t.co/iDiGaZEXFn",Mention,Female,False
79,Neutral,0.0,False,0.5,163706419,0.4588,738392410288447488,1475588477593038858,0.071,0.75,0.179," If there aren’t enough tests in an area, that alone should raise the Covid Alert Level, resulting in additional safety precautions.  ",Mention,Female,False
80,Negative,-0.0305555555555555,False,0.5805555555555556,906048296967323648,0.3612,738392410288447488,1475587919540752385,0.028,0.895,0.078,"  _E_Kirwin   Also want to add lots of testing sites are now specifying that testing is not for traveling, and airlines and cruises don’t accept results from test at home kits, they really are making it as hard as possible for travelers to get tested.",Mention,Female,False
81,Positive,0.1323232323232323,False,0.7853535353535354,93983093,0.5106,738392410288447488,1475586901662969860,0.094,0.758,0.148,"_2_Win    That’s ridiculous. I’ve taken probably 20 of them since they came out, probably had 100 amongst my family. Instant negatives. Today, sample line lit up like Christmas and confirmed positive at my GP this afternoon. Way better than going in 100 times, only to get infected there.",Mention,Female,False
82,Positive,0.085,False,0.5927777777777778,70717088,-0.3318,738392410288447488,1475586471482568718,0.148,0.778,0.073,      I believe the President mentioned the other day that he should have pushed for readily available free tests earlier. Not sure there is a supply shortage of N95 masks. We haven’t had a problem getting them.,Mention,Female,False
83,Neutral,0.0,False,0.0,166278098,0.3382,738392410288447488,1475586164228775954,0.0,0.556,0.444,_scheinman   Agreed!,Mention,Female,False
84,Negative,-0.1,False,0.9,16976642,-0.3597,738392410288447488,1475586115243429889,0.161,0.839,0.0," _jf_jf_jf_jf  You make absolutely no sense. Btw, ivermectin doesn’t work against COVID-19",Mention,Female,False
85,Positive,0.2083333333333333,False,0.4638888888888888,733354761945157632,0.6486,738392410288447488,1475585070962331654,0.0,0.883,0.117,"       They've had a year to ramp up testing.

Public health officials have been begging for increased testing since this started.

Other countries are successfully testing.

It's on them, because it was a choice, not a thing that happened.",Mention,Female,False
86,Negative,-0.0562499999999999,False,0.61875,820858066665140224,0.2681,738392410288447488,1475584840514912262,0.043,0.877,0.081,"   Also, those who just don't want to hear or believe it, because it would mean they'd have to change their behavior and be responsible.",Mention,Female,False
87,Positive,0.2,False,0.5,1584180554,0.5615,738392410288447488,1475584799687458816,0.037,0.847,0.116, This described my whole 2020 holiday dilemma - how to get tested without getting the thing. So I just unpacked the car and stayed home. 😒 Fast forward to 2021 - I don't know how I'm not infected and also I don't know that I'm not. 😒😒,Mention,Female,False
88,Neutral,0.0,False,0.5,723252732241432576,0.8214,738392410288447488,1475584223348023296,0.0,0.677,0.323," Thank you, for sharing… I don’t know how you do it… So thank you!… I retweeted, hopefully, it will open some eyes!",Mention,Female,False
89,Neutral,0.0,False,0.0,1967666846,0.0,738392410288447488,1475584145812295691,0.0,1.0,0.0, We are never getting rid of this.,Mention,Female,False
90,Positive,0.0625,False,0.2125,1001233735721897984,0.4019,738392410288447488,1475584013733670914,0.0,0.922,0.078,"       Which people? Quite a few were expecting exactly that, which is why the White House went from scoffing at the idea to promising it will get done.",Mention,Female,False
91,Neutral,0.0,False,0.0,109807666,0.0,738392410288447488,1475583040785108995,0.0,1.0,0.0,"    Correct. It's been studied.

https://t.co/3RWJ2aHvqf",Mention,Female,False
92,Negative,-0.1666666666666666,False,0.8333333333333334,1311107822764134400,-0.2244,738392410288447488,1475582807711830017,0.163,0.744,0.093, Thank you for your dedication! I’m sorry there are so many uninformed or ill informed people that you have to deal with,Mention,Female,False
93,Neutral,0.0,False,0.0,109807666,0.0,738392410288447488,1475582444350935045,0.0,1.0,0.0,    He isn't. He's just laying out the reality of the moment.,Mention,Female,False
94,Positive,0.0389610389610389,False,0.5142857142857143,16533584,-0.1027,738392410288447488,1475582201752432640,0.189,0.609,0.202," _  And selfish inconsiderate people like you put your own personal interests above any community commitment. You reject anything that remotely inconveniences you. Yeah, go ahead, you live your life, I'll live mine.",Mention,Female,False
95,Positive,0.25,False,0.3333333333333333,1665906764,-0.7506,738392410288447488,1475581443699089411,0.189,0.783,0.028,"_  My mother told me, when my first was born years ago. “You’re the mom. What you say goes, no matter how irritated we may get about it.” Empowering words. Even when we disagreed.",Mention,Female,False
96,Positive,0.075,False,0.4624999999999999,1369652744890372096,0.9325,738392410288447488,1475581317777481728,0.018,0.722,0.259,"   Vit D helps prevent serious lung disease, say doctors.  Nobody said you would not get it, but you get it less strongly. My covid in 11/19, before it was 'announced', did not go into my 72 yr old lungs due to strong Vitamin D regimen/adequacy. They gave Trump some! Zinc/Vit B help",Mention,Female,False
97,Negative,-0.0266666666666666,False,0.22,752398784978685952,0.6369,738392410288447488,1475580620495593482,0.0,0.88,0.12,"  In Germany, the following serve as test centers:
-pharmacies
-currently off-season seasonal businesses like ice cream Cafés
-night clubs
-formerly shuttered hospitals
-former airports
-active airports
-parking lots
You could go covid-testing the way others do pub crawls.",Mention,Female,False
98,Neutral,0.0,False,0.0,2339427162,0.4404,738392410288447488,1475580607883218945,0.0,0.734,0.266," I hope your observations are collected, recorded and analyzed.",Mention,Female,False
99,Positive,0.35,False,0.7,3023109301,0.0,738392410288447488,1475580537834295296,0.0,1.0,0.0,  Do absolutely have to get more at home testing going on,Mention,Female,False
100,Neutral,0.0,False,0.0,16187815,0.0,886539120436277253,1516263932268273666,0.0,1.0,0.0,    Did.,Mention,Female,False
101,Neutral,0.0,False,0.0,20820325,0.0,886539120436277253,1516256111858487301,0.0,1.0,0.0,    Tell me she signed some copies.,Mention,Female,False
102,Positive,0.6,False,0.65,1967885137,0.0,886539120436277253,1516252642866958337,0.0,1.0,0.0,    that pop art outfit is incredible!!! where do i get that whole ensemble?,Mention,Female,False
103,Neutral,0.0,False,0.0,1274849190225547267,0.0,886539120436277253,1516157218051264519,0.0,1.0,0.0,      https://t.co/FVYfkvvc6J,Mention,Female,False
104,Neutral,0.0,False,0.0,1489046579608793094,0.0,886539120436277253,1516153303352201225,0.0,1.0,0.0,_a     https://t.co/RpXYiS6tu5,Mention,Female,False
105,Neutral,0.0,False,0.0,1489046579608793094,0.0,886539120436277253,1516152327518167043,0.0,1.0,0.0, _a     https://t.co/wNMsbPnUx6,Mention,Female,False
106,Neutral,0.0,False,0.0,56924240,0.0,886539120436277253,1516132121089384449,0.0,1.0,0.0,    This photo is iconic🥰,Mention,Female,False
107,Neutral,0.0,False,0.0,3654669914,0.4466,886539120436277253,1516101879423512580,0.0,0.816,0.184,_a     ***TROLL ALE🚨 *** Do not feed the troll 😈.,Mention,Female,False
108,Positive,0.2857142857142857,False,0.5357142857142857,1274849190225547267,0.0,886539120436277253,1516063408994635783,0.0,1.0,0.0,"    So it's in the fiction section, right?",Mention,Female,False
109,Positive,0.5,False,0.75,1151598579766767618,0.8217,886539120436277253,1516056674204893185,0.0,0.397,0.603,    Awesome! Truly such!,Mention,Female,False
110,Neutral,0.0,False,0.0,45656605,0.0,886539120436277253,1516048062891839488,0.0,1.0,0.0,    😍😍😍😍😍😍,Mention,Female,False
111,Positive,0.2,False,0.4,1708071164,0.0,886539120436277253,1516041957629480963,0.0,1.0,0.0,    ayyy this a whole mood.,Mention,Female,False
112,Neutral,0.0,False,0.0,27128491,0.3612,886539120436277253,1516038649007194128,0.0,0.8,0.2,    Academics are like superstars to me. https://t.co/GeV9oBGXRJ,Mention,Female,False
113,Neutral,0.0,False,0.0,860317019471826944,0.0,886539120436277253,1516021976908931074,0.0,1.0,0.0,    Ayyy!!!,Mention,Female,False
114,Positive,0.25,False,0.45,1211398895718191104,0.4588,886539120436277253,1516021342931505153,0.0,0.824,0.176,Iconic.    checking out our current bookshop exhibit dedicated to the 1619Project https://t.co/DzhUKiBDvF,Mention,Female,False
115,Neutral,0.0,False,0.0,2850324351,0.0,886539120436277253,1515156184491249667,0.0,1.0,0.0,"https://t.co/R2gSnqefCH
Just posted Ep. 45 of TheRoughDraft!!!
             ",Mention,Female,False
116,Positive,0.2777777777777778,False,0.4777777777777778,755477602501025792,0.6892,886539120436277253,1514606688292155393,0.0,0.857,0.143,"Awesome!! Germantown Quakers plan to give $500,000 as reparations to Black neighbors over the next decade https://t.co/xvejv2aQeD via _penn          ",Mention,Female,False
117,Positive,0.78125,False,0.6,1280979639326986250,0.8652,886539120436277253,1514052086329135110,0.0,0.559,0.441,  _coas  Love this !!  Can’t wait to meet you congratulations 🎊,Mention,Female,False
118,Neutral,0.0,False,0.0,1374799134,0.0,886539120436277253,1513459096908967936,0.0,1.0,0.0,   💜🎉💜,Mention,Female,False
119,Positive,0.9166666666666666,False,0.7333333333333333,2211788892,0.938,886539120436277253,1513339013133791233,0.039,0.551,0.41,   Aww… you’re too kind! 🥰 I’m happy to pay it forward! The world needs to read your stories. I wish you all the best!,Mention,Female,False
120,Neutral,0.0,False,0.0,1355981783427407877,0.0,886539120436277253,1513335568515665931,0.0,1.0,0.0,   You’ll be in the dedication. 🙏🏾,Mention,Female,False
